
Textbox3,Textbox1,TOWARY_I_USŁUGI_KONSUMPCYJNE,KOD_WOJ,ROK_KW_NARAST1,WARTOSC_OST_blok6
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WIELKOPOLSKIE,2020 I-III,"100,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,WIELKOPOLSKIE,2020 I-VI,"93,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ZACHODNIOPOMORSKIE,2019 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ZACHODNIOPOMORSKIE,2019 I-VI,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ZACHODNIOPOMORSKIE,2019 I-IX,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ZACHODNIOPOMORSKIE,2019 I-XII,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ZACHODNIOPOMORSKIE,2020 I-III,"100,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Transport,ZACHODNIOPOMORSKIE,2020 I-VI,"94,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POLSKA,2019 I-III,"101,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POLSKA,2019 I-VI,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POLSKA,2019 I-IX,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POLSKA,2019 I-XII,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POLSKA,2020 I-III,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POLSKA,2020 I-VI,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,DOLNOŚLĄSKIE,2019 I-III,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,DOLNOŚLĄSKIE,2019 I-VI,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,DOLNOŚLĄSKIE,2019 I-IX,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,DOLNOŚLĄSKIE,2019 I-XII,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,DOLNOŚLĄSKIE,2020 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,DOLNOŚLĄSKIE,2020 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,KUJAWSKO-POMORSKIE,2019 I-III,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,KUJAWSKO-POMORSKIE,2019 I-VI,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,KUJAWSKO-POMORSKIE,2019 I-IX,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,KUJAWSKO-POMORSKIE,2019 I-XII,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,KUJAWSKO-POMORSKIE,2020 I-III,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,KUJAWSKO-POMORSKIE,2020 I-VI,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBELSKIE,2019 I-III,"100,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBELSKIE,2019 I-VI,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBELSKIE,2019 I-IX,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBELSKIE,2019 I-XII,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBELSKIE,2020 I-III,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBELSKIE,2020 I-VI,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBUSKIE,2019 I-III,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBUSKIE,2019 I-VI,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBUSKIE,2019 I-IX,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBUSKIE,2019 I-XII,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBUSKIE,2020 I-III,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,LUBUSKIE,2020 I-VI,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŁÓDZKIE,2019 I-III,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŁÓDZKIE,2019 I-VI,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŁÓDZKIE,2019 I-IX,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŁÓDZKIE,2019 I-XII,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŁÓDZKIE,2020 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŁÓDZKIE,2020 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAŁOPOLSKIE,2019 I-III,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAŁOPOLSKIE,2019 I-VI,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAŁOPOLSKIE,2019 I-IX,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAŁOPOLSKIE,2019 I-XII,"103,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAŁOPOLSKIE,2020 I-III,"106,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAŁOPOLSKIE,2020 I-VI,"105,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAZOWIECKIE,2019 I-III,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAZOWIECKIE,2019 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAZOWIECKIE,2019 I-IX,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAZOWIECKIE,2019 I-XII,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAZOWIECKIE,2020 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,MAZOWIECKIE,2020 I-VI,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,OPOLSKIE,2019 I-III,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,OPOLSKIE,2019 I-VI,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,OPOLSKIE,2019 I-IX,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,OPOLSKIE,2019 I-XII,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,OPOLSKIE,2020 I-III,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,OPOLSKIE,2020 I-VI,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODKARPACKIE,2019 I-III,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODKARPACKIE,2019 I-VI,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODKARPACKIE,2019 I-IX,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODKARPACKIE,2019 I-XII,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODKARPACKIE,2020 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODKARPACKIE,2020 I-VI,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODLASKIE,2019 I-III,"100,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODLASKIE,2019 I-VI,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODLASKIE,2019 I-IX,"101,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODLASKIE,2019 I-XII,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODLASKIE,2020 I-III,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,PODLASKIE,2020 I-VI,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POMORSKIE,2019 I-III,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POMORSKIE,2019 I-VI,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POMORSKIE,2019 I-IX,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POMORSKIE,2019 I-XII,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POMORSKIE,2020 I-III,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,POMORSKIE,2020 I-VI,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚLĄSKIE,2019 I-III,"101,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚLĄSKIE,2019 I-VI,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚLĄSKIE,2019 I-IX,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚLĄSKIE,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚLĄSKIE,2020 I-III,"104,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚLĄSKIE,2020 I-VI,"103,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚWIĘTOKRZYSKIE,2019 I-III,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚWIĘTOKRZYSKIE,2019 I-VI,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚWIĘTOKRZYSKIE,2019 I-IX,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚWIĘTOKRZYSKIE,2019 I-XII,"103,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚWIĘTOKRZYSKIE,2020 I-III,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ŚWIĘTOKRZYSKIE,2020 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WARMIŃSKO-MAZURSKIE,2019 I-III,"99,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WARMIŃSKO-MAZURSKIE,2019 I-VI,"100,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WARMIŃSKO-MAZURSKIE,2019 I-IX,"101,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WARMIŃSKO-MAZURSKIE,2019 I-XII,"101,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WARMIŃSKO-MAZURSKIE,2020 I-III,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WARMIŃSKO-MAZURSKIE,2020 I-VI,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WIELKOPOLSKIE,2019 I-III,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WIELKOPOLSKIE,2019 I-VI,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WIELKOPOLSKIE,2019 I-IX,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WIELKOPOLSKIE,2019 I-XII,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WIELKOPOLSKIE,2020 I-III,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,WIELKOPOLSKIE,2020 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ZACHODNIOPOMORSKIE,2019 I-III,"100,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ZACHODNIOPOMORSKIE,2019 I-VI,"101,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ZACHODNIOPOMORSKIE,2019 I-IX,"101,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ZACHODNIOPOMORSKIE,2019 I-XII,"101,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ZACHODNIOPOMORSKIE,2020 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Rekreacja i kultura,ZACHODNIOPOMORSKIE,2020 I-VI,"102,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POLSKA,2019 I-III,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POLSKA,2019 I-VI,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POLSKA,2019 I-IX,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POLSKA,2019 I-XII,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POLSKA,2020 I-III,"104,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POLSKA,2020 I-VI,"105,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,DOLNOŚLĄSKIE,2019 I-III,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,DOLNOŚLĄSKIE,2019 I-VI,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,DOLNOŚLĄSKIE,2019 I-IX,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,DOLNOŚLĄSKIE,2019 I-XII,"103,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,DOLNOŚLĄSKIE,2020 I-III,"104,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,DOLNOŚLĄSKIE,2020 I-VI,"104,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,KUJAWSKO-POMORSKIE,2019 I-III,"102,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,KUJAWSKO-POMORSKIE,2019 I-VI,"101,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,KUJAWSKO-POMORSKIE,2019 I-IX,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,KUJAWSKO-POMORSKIE,2019 I-XII,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,KUJAWSKO-POMORSKIE,2020 I-III,"110,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,KUJAWSKO-POMORSKIE,2020 I-VI,"110,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBELSKIE,2019 I-III,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBELSKIE,2019 I-VI,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBELSKIE,2019 I-IX,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBELSKIE,2019 I-XII,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBELSKIE,2020 I-III,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBELSKIE,2020 I-VI,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBUSKIE,2019 I-III,"104,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBUSKIE,2019 I-VI,"104,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBUSKIE,2019 I-IX,"104,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBUSKIE,2019 I-XII,"104,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBUSKIE,2020 I-III,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,LUBUSKIE,2020 I-VI,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŁÓDZKIE,2019 I-III,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŁÓDZKIE,2019 I-VI,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŁÓDZKIE,2019 I-IX,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŁÓDZKIE,2019 I-XII,"103,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŁÓDZKIE,2020 I-III,"105,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŁÓDZKIE,2020 I-VI,"105,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAŁOPOLSKIE,2019 I-III,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAŁOPOLSKIE,2019 I-VI,"102,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAŁOPOLSKIE,2019 I-IX,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAŁOPOLSKIE,2019 I-XII,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAŁOPOLSKIE,2020 I-III,"105,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAŁOPOLSKIE,2020 I-VI,"106,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAZOWIECKIE,2019 I-III,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAZOWIECKIE,2019 I-VI,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAZOWIECKIE,2019 I-IX,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAZOWIECKIE,2019 I-XII,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAZOWIECKIE,2020 I-III,"105,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,MAZOWIECKIE,2020 I-VI,"105,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,OPOLSKIE,2019 I-III,"102,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,OPOLSKIE,2019 I-VI,"102,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,OPOLSKIE,2019 I-IX,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,OPOLSKIE,2019 I-XII,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,OPOLSKIE,2020 I-III,"105,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,OPOLSKIE,2020 I-VI,"106,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODKARPACKIE,2019 I-III,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODKARPACKIE,2019 I-VI,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODKARPACKIE,2019 I-IX,"103,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODKARPACKIE,2019 I-XII,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODKARPACKIE,2020 I-III,"105,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODKARPACKIE,2020 I-VI,"105,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODLASKIE,2019 I-III,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODLASKIE,2019 I-VI,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODLASKIE,2019 I-IX,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODLASKIE,2019 I-XII,"103,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODLASKIE,2020 I-III,"104,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,PODLASKIE,2020 I-VI,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POMORSKIE,2019 I-III,"105,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POMORSKIE,2019 I-VI,"105,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POMORSKIE,2019 I-IX,"105,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POMORSKIE,2019 I-XII,"105,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POMORSKIE,2020 I-III,"106,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,POMORSKIE,2020 I-VI,"106,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚLĄSKIE,2019 I-III,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚLĄSKIE,2019 I-VI,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚLĄSKIE,2019 I-IX,"103,1"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚLĄSKIE,2019 I-XII,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚLĄSKIE,2020 I-III,"106,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚLĄSKIE,2020 I-VI,"105,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚWIĘTOKRZYSKIE,2019 I-III,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚWIĘTOKRZYSKIE,2019 I-VI,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚWIĘTOKRZYSKIE,2019 I-IX,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚWIĘTOKRZYSKIE,2019 I-XII,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚWIĘTOKRZYSKIE,2020 I-III,"104,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ŚWIĘTOKRZYSKIE,2020 I-VI,"104,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WARMIŃSKO-MAZURSKIE,2019 I-III,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WARMIŃSKO-MAZURSKIE,2019 I-VI,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WARMIŃSKO-MAZURSKIE,2019 I-IX,"103,2"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WARMIŃSKO-MAZURSKIE,2019 I-XII,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WARMIŃSKO-MAZURSKIE,2020 I-III,"106,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WARMIŃSKO-MAZURSKIE,2020 I-VI,"107,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WIELKOPOLSKIE,2019 I-III,"102,8"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WIELKOPOLSKIE,2019 I-VI,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WIELKOPOLSKIE,2019 I-IX,"103,0"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WIELKOPOLSKIE,2019 I-XII,"102,9"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WIELKOPOLSKIE,2020 I-III,"106,7"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,WIELKOPOLSKIE,2020 I-VI,"106,3"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ZACHODNIOPOMORSKIE,2019 I-III,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ZACHODNIOPOMORSKIE,2019 I-VI,"102,5"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ZACHODNIOPOMORSKIE,2019 I-IX,"102,4"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ZACHODNIOPOMORSKIE,2019 I-XII,"102,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ZACHODNIOPOMORSKIE,2020 I-III,"103,6"
Towary i usługi konsumpcyjne,Jednostka terytorialna,Edukacja,ZACHODNIOPOMORSKIE,2020 I-VI,"103,1"

